FORMULARZ;WIERSZ;KOLUMNA;WARTOŚĆ
S.05.01.02.01;R0430;C0010;
S.05.01.02.01;R0430;C0020;
S.05.01.02.01;R0430;C0030;
S.05.01.02.01;R0430;C0040;
S.05.01.02.01;R0430;C0050;
S.05.01.02.01;R0430;C0060;
S.05.01.02.01;R0430;C0070;
S.05.01.02.01;R0430;C0080;
S.05.01.02.01;R0430;C0090;
S.05.01.02.01;R0430;C0100;
S.05.01.02.01;R0430;C0110;
S.05.01.02.01;R0430;C0120;
S.05.01.02.01;R0430;C0130;
S.05.01.02.01;R0430;C0140;
S.05.01.02.01;R0430;C0150;
S.05.01.02.01;R0430;C0160;
S.05.01.02.01;R0430;C0200;
S.05.01.02.01;R0440;C0010;
S.05.01.02.01;R0440;C0020;
S.05.01.02.01;R0440;C0030;
S.05.01.02.01;R0440;C0040;
S.05.01.02.01;R0440;C0050;
S.05.01.02.01;R0440;C0060;
S.05.01.02.01;R0440;C0070;
S.05.01.02.01;R0440;C0080;
S.05.01.02.01;R0440;C0090;
S.05.01.02.01;R0440;C0100;
S.05.01.02.01;R0440;C0110;
S.05.01.02.01;R0440;C0120;
S.05.01.02.01;R0440;C0130;
S.05.01.02.01;R0440;C0140;
S.05.01.02.01;R0440;C0150;
S.05.01.02.01;R0440;C0160;
S.05.01.02.01;R0440;C0200;
S.05.01.02.01;R0500;C0010;
S.05.01.02.01;R0500;C0020;
S.05.01.02.01;R0500;C0030;
S.05.01.02.01;R0500;C0040;
S.05.01.02.01;R0500;C0050;
S.05.01.02.01;R0500;C0060;
S.05.01.02.01;R0500;C0070;
S.05.01.02.01;R0500;C0080;
S.05.01.02.01;R0500;C0090;
S.05.01.02.01;R0500;C0100;
S.05.01.02.01;R0500;C0110;
S.05.01.02.01;R0500;C0120;
S.05.01.02.01;R0500;C0130;
S.05.01.02.01;R0500;C0140;
S.05.01.02.01;R0500;C0150;
S.05.01.02.01;R0500;C0160;
S.05.01.02.01;R0500;C0200;
S.05.01.02.01;R0550;C0010;
S.05.01.02.01;R0550;C0020;
S.05.01.02.01;R0550;C0030;
S.05.01.02.01;R0550;C0040;
S.05.01.02.01;R0550;C0050;
S.05.01.02.01;R0550;C0060;
S.05.01.02.01;R0550;C0070;
S.05.01.02.01;R0550;C0080;
S.05.01.02.01;R0550;C0090;
S.05.01.02.01;R0550;C0100;
S.05.01.02.01;R0550;C0110;
S.05.01.02.01;R0550;C0120;
S.05.01.02.01;R0550;C0130;
S.05.01.02.01;R0550;C0140;
S.05.01.02.01;R0550;C0150;
S.05.01.02.01;R0550;C0160;
S.05.01.02.01;R0550;C0200;
S.05.01.02.01;R1200;C0010;
S.05.01.02.01;R1200;C0020;
S.05.01.02.01;R1200;C0030;
S.05.01.02.01;R1200;C0040;
S.05.01.02.01;R1200;C0050;
S.05.01.02.01;R1200;C0060;
S.05.01.02.01;R1200;C0070;
S.05.01.02.01;R1200;C0080;
S.05.01.02.01;R1200;C0090;
S.05.01.02.01;R1200;C0100;
S.05.01.02.01;R1200;C0110;
S.05.01.02.01;R1200;C0120;
S.05.01.02.01;R1200;C0130;
S.05.01.02.01;R1200;C0140;
S.05.01.02.01;R1200;C0150;
S.05.01.02.01;R1200;C0160;
S.05.01.02.01;R1200;C0200;
S.05.01.02.01;R1300;C0010;
S.05.01.02.01;R1300;C0020;
S.05.01.02.01;R1300;C0030;
S.05.01.02.01;R1300;C0040;
S.05.01.02.01;R1300;C0050;
S.05.01.02.01;R1300;C0060;
S.05.01.02.01;R1300;C0070;
S.05.01.02.01;R1300;C0080;
S.05.01.02.01;R1300;C0090;
S.05.01.02.01;R1300;C0100;
S.05.01.02.01;R1300;C0110;
S.05.01.02.01;R1300;C0120;
S.05.01.02.01;R1300;C0130;
S.05.01.02.01;R1300;C0140;
S.05.01.02.01;R1300;C0150;
S.05.01.02.01;R1300;C0160;
S.05.01.02.01;R1300;C0200;
S.05.01.02.02;R1410;C0210;0.0
S.05.01.02.02;R1410;C0220;0.0
S.05.01.02.02;R1410;C0230;0.0
S.05.01.02.02;R1410;C0240;0.0
S.05.01.02.02;R1410;C0250;0.0
S.05.01.02.02;R1410;C0260;0.0
S.05.01.02.02;R1410;C0270;0.0
S.05.01.02.02;R1410;C0280;0.0
S.05.01.02.02;R1410;C0300;0.0
S.05.01.02.02;R1420;C0210;0.0
S.05.01.02.02;R1420;C0220;0.0
S.05.01.02.02;R1420;C0230;0.0
S.05.01.02.02;R1420;C0240;0.0
S.05.01.02.02;R1420;C0250;0.0
S.05.01.02.02;R1420;C0260;0.0
S.05.01.02.02;R1420;C0270;0.0
S.05.01.02.02;R1420;C0280;0.0
S.05.01.02.02;R1420;C0300;0.0
S.05.01.02.02;R1500;C0210;0.0
S.05.01.02.02;R1500;C0220;0.0
S.05.01.02.02;R1500;C0230;0.0
S.05.01.02.02;R1500;C0240;0.0
S.05.01.02.02;R1500;C0250;0.0
S.05.01.02.02;R1500;C0260;0.0
S.05.01.02.02;R1500;C0270;0.0
S.05.01.02.02;R1500;C0280;0.0
S.05.01.02.02;R1500;C0300;0.0
S.05.01.02.02;R1510;C0210;0.0
S.05.01.02.02;R1510;C0220;0.0
S.05.01.02.02;R1510;C0230;0.0
S.05.01.02.02;R1510;C0240;0.0
S.05.01.02.02;R1510;C0250;0.0
S.05.01.02.02;R1510;C0260;0.0
S.05.01.02.02;R1510;C0270;0.0
S.05.01.02.02;R1510;C0280;0.0
S.05.01.02.02;R1510;C0300;0.0
S.05.01.02.02;R1520;C0210;0.0
S.05.01.02.02;R1520;C0220;0.0
S.05.01.02.02;R1520;C0230;0.0
S.05.01.02.02;R1520;C0240;0.0
S.05.01.02.02;R1520;C0250;0.0
S.05.01.02.02;R1520;C0260;0.0
S.05.01.02.02;R1520;C0270;0.0
S.05.01.02.02;R1520;C0280;0.0
S.05.01.02.02;R1520;C0300;0.0
S.05.01.02.02;R1600;C0210;0.0
S.05.01.02.02;R1600;C0220;0.0
S.05.01.02.02;R1600;C0230;0.0
S.05.01.02.02;R1600;C0240;0.0
S.05.01.02.02;R1600;C0250;0.0
S.05.01.02.02;R1600;C0260;0.0
S.05.01.02.02;R1600;C0270;0.0
S.05.01.02.02;R1600;C0280;0.0
S.05.01.02.02;R1600;C0300;0.0
S.05.01.02.02;R1610;C0210;0.0
S.05.01.02.02;R1610;C0220;0.0
S.05.01.02.02;R1610;C0230;0.0
S.05.01.02.02;R1610;C0240;0.0
S.05.01.02.02;R1610;C0250;0.0
S.05.01.02.02;R1610;C0260;43709.0
S.05.01.02.02;R1610;C0270;0.0
S.05.01.02.02;R1610;C0280;0.0
S.05.01.02.02;R1610;C0300;43709.0
S.05.01.02.02;R1620;C0210;0.0
S.05.01.02.02;R1620;C0220;0.0
S.05.01.02.02;R1620;C0230;0.0
S.05.01.02.02;R1620;C0240;0.0
S.05.01.02.02;R1620;C0250;0.0
S.05.01.02.02;R1620;C0260;46540.0
S.05.01.02.02;R1620;C0270;0.0
S.05.01.02.02;R1620;C0280;0.0
S.05.01.02.02;R1620;C0300;46540.0
S.05.01.02.02;R1700;C0210;0.0
S.05.01.02.02;R1700;C0220;0.0
S.05.01.02.02;R1700;C0230;0.0
S.05.01.02.02;R1700;C0240;0.0
S.05.01.02.02;R1700;C0250;0.0
S.05.01.02.02;R1700;C0260;-2830.0
S.05.01.02.02;R1700;C0270;0.0
S.05.01.02.02;R1700;C0280;0.0
S.05.01.02.02;R1700;C0300;-2830.0
S.05.01.02.02;R1710;C0210;0.0
S.05.01.02.02;R1710;C0220;0.0
S.05.01.02.02;R1710;C0230;0.0
S.05.01.02.02;R1710;C0240;0.0
S.05.01.02.02;R1710;C0250;0.0
S.05.01.02.02;R1710;C0260;0.0
S.05.01.02.02;R1710;C0270;0.0
S.05.01.02.02;R1710;C0280;0.0
S.05.01.02.02;R1710;C0300;0.0
S.05.01.02.02;R1720;C0210;0.0
S.05.01.02.02;R1720;C0220;0.0
S.05.01.02.02;R1720;C0230;0.0
S.05.01.02.02;R1720;C0240;0.0
S.05.01.02.02;R1720;C0250;0.0
S.05.01.02.02;R1720;C0260;0.0
S.05.01.02.02;R1720;C0270;0.0
S.05.01.02.02;R1720;C0280;0.0
S.05.01.02.02;R1720;C0300;0.0
S.05.01.02.02;R1800;C0210;0.0
S.05.01.02.02;R1800;C0220;0.0
S.05.01.02.02;R1800;C0230;0.0
S.05.01.02.02;R1800;C0240;0.0
S.05.01.02.02;R1800;C0250;0.0
S.05.01.02.02;R1800;C0260;0.0
S.05.01.02.02;R1800;C0270;0.0
S.05.01.02.02;R1800;C0280;0.0
S.05.01.02.02;R1800;C0300;0.0
S.05.01.02.02;R1900;C0210;0.0
S.05.01.02.02;R1900;C0220;0.0
S.05.01.02.02;R1900;C0230;0.0
S.05.01.02.02;R1900;C0240;0.0
S.05.01.02.02;R1900;C0250;0.0
S.05.01.02.02;R1900;C0260;0.0
S.05.01.02.02;R1900;C0270;0.0
S.05.01.02.02;R1900;C0280;0.0
S.05.01.02.02;R1900;C0300;0.0
S.05.01.02.02;R2500;C0210;
S.05.01.02.02;R2500;C0220;
S.05.01.02.02;R2500;C0230;
S.05.01.02.02;R2500;C0240;
S.05.01.02.02;R2500;C0250;
S.05.01.02.02;R2500;C0260;
S.05.01.02.02;R2500;C0270;
S.05.01.02.02;R2500;C0280;
S.05.01.02.02;R2500;C0300;0.0
S.05.01.02.02;R2600;C0210;
S.05.01.02.02;R2600;C0220;
S.05.01.02.02;R2600;C0230;
S.05.01.02.02;R2600;C0240;
S.05.01.02.02;R2600;C0250;
S.05.01.02.02;R2600;C0260;
S.05.01.02.02;R2600;C0270;
S.05.01.02.02;R2600;C0280;
S.05.01.02.02;R2600;C0300;0.0
S.23.01.01.01;R0010;C0010;436601.0
S.23.01.01.01;R0010;C0020;436601.0
S.23.01.01.01;R0010;C0030;
S.23.01.01.01;R0010;C0040;0.0
S.23.01.01.01;R0010;C0050;
S.23.01.01.01;R0030;C0010;333483.0
S.23.01.01.01;R0030;C0020;333483.0
S.23.01.01.01;R0030;C0030;
S.23.01.01.01;R0030;C0040;0.0
S.23.01.01.01;R0030;C0050;
S.23.01.01.01;R0040;C0010;0.0
S.23.01.01.01;R0040;C0020;0.0
S.23.01.01.01;R0040;C0030;
S.23.01.01.01;R0040;C0040;0.0
S.23.01.01.01;R0040;C0050;
S.23.01.01.01;R0050;C0010;0.0
S.23.01.01.01;R0050;C0020;
S.23.01.01.01;R0050;C0030;0.0
S.23.01.01.01;R0050;C0040;0.0
S.23.01.01.01;R0050;C0050;0.0
S.23.01.01.01;R0070;C0010;0.0
S.23.01.01.01;R0070;C0020;0.0
S.23.01.01.01;R0070;C0030;
S.23.01.01.01;R0070;C0040;
S.23.01.01.01;R0070;C0050;
S.23.01.01.01;R0090;C0010;0.0
S.23.01.01.01;R0090;C0020;
S.23.01.01.01;R0090;C0030;0.0
S.23.01.01.01;R0090;C0040;0.0
S.23.01.01.01;R0090;C0050;0.0
S.23.01.01.01;R0110;C0010;0.0
S.23.01.01.01;R0110;C0020;
S.23.01.01.01;R0110;C0030;0.0
S.23.01.01.01;R0110;C0040;0.0
S.23.01.01.01;R0110;C0050;0.0
S.23.01.01.01;R0130;C0010;704784.0
S.23.01.01.01;R0130;C0020;704784.0
S.23.01.01.01;R0130;C0030;
S.23.01.01.01;R0130;C0040;
S.23.01.01.01;R0130;C0050;
S.23.01.01.01;R0140;C0010;0.0
S.23.01.01.01;R0140;C0020;
S.23.01.01.01;R0140;C0030;0.0
S.23.01.01.01;R0140;C0040;0.0
S.23.01.01.01;R0140;C0050;0.0
S.23.01.01.01;R0160;C0010;0.0
S.23.01.01.01;R0160;C0020;
S.23.01.01.01;R0160;C0030;
S.23.01.01.01;R0160;C0040;
S.23.01.01.01;R0160;C0050;0.0
S.23.01.01.01;R0180;C0010;0.0
S.23.01.01.01;R0180;C0020;0.0
S.23.01.01.01;R0180;C0030;0.0
S.23.01.01.01;R0180;C0040;0.0
S.23.01.01.01;R0180;C0050;0.0
S.23.01.01.01;R0220;C0010;0.0
S.23.01.01.01;R0220;C0020;
S.23.01.01.01;R0220;C0030;
S.23.01.01.01;R0220;C0040;
S.23.01.01.01;R0220;C0050;
S.23.01.01.01;R0230;C0010;0.0
S.23.01.01.01;R0230;C0020;0.0
S.23.01.01.01;R0230;C0030;0.0
S.23.01.01.01;R0230;C0040;0.0
S.23.01.01.01;R0230;C0050;
S.23.01.01.01;R0290;C0010;1474869.0
S.23.01.01.01;R0290;C0020;1474869.0
S.23.01.01.01;R0290;C0030;0.0
S.23.01.01.01;R0290;C0040;0.0
S.23.01.01.01;R0290;C0050;0.0
S.23.01.01.01;R0300;C0010;0.0
S.23.01.01.01;R0300;C0020;
S.23.01.01.01;R0300;C0030;
S.23.01.01.01;R0300;C0040;0.0
S.23.01.01.01;R0300;C0050;
S.23.01.01.01;R0310;C0010;0.0
S.23.01.01.01;R0310;C0020;
S.23.01.01.01;R0310;C0030;
S.23.01.01.01;R0310;C0040;0.0
S.23.01.01.01;R0310;C0050;
S.23.01.01.01;R0320;C0010;0.0
S.23.01.01.01;R0320;C0020;
S.23.01.01.01;R0320;C0030;
S.23.01.01.01;R0320;C0040;0.0
S.23.01.01.01;R0320;C0050;0.0
S.23.01.01.01;R0330;C0010;0.0
S.23.01.01.01;R0330;C0020;
S.23.01.01.01;R0330;C0030;
S.23.01.01.01;R0330;C0040;0.0
S.23.01.01.01;R0330;C0050;0.0
S.23.01.01.01;R0340;C0010;0.0
S.23.01.01.01;R0340;C0020;
S.23.01.01.01;R0340;C0030;
S.23.01.01.01;R0340;C0040;0.0
S.23.01.01.01;R0340;C0050;
S.23.01.01.01;R0350;C0010;0.0
S.23.01.01.01;R0350;C0020;
S.23.01.01.01;R0350;C0030;
S.23.01.01.01;R0350;C0040;0.0
S.23.01.01.01;R0350;C0050;0.0
S.23.01.01.01;R0360;C0010;0.0
S.23.01.01.01;R0360;C0020;
S.23.01.01.01;R0360;C0030;
S.23.01.01.01;R0360;C0040;0.0
S.23.01.01.01;R0360;C0050;
S.23.01.01.01;R0370;C0010;0.0
S.23.01.01.01;R0370;C0020;
S.23.01.01.01;R0370;C0030;
S.23.01.01.01;R0370;C0040;0.0
S.23.01.01.01;R0370;C0050;0.0
S.23.01.01.01;R0390;C0010;0.0
S.23.01.01.01;R0390;C0020;
S.23.01.01.01;R0390;C0030;
S.23.01.01.01;R0390;C0040;0.0
S.23.01.01.01;R0390;C0050;0.0
S.23.01.01.01;R0400;C0010;0.0
S.23.01.01.01;R0400;C0020;
S.23.01.01.01;R0400;C0030;
S.23.01.01.01;R0400;C0040;0.0
S.23.01.01.01;R0400;C0050;0.0
S.23.01.01.01;R0500;C0010;1474869.0
S.23.01.01.01;R0500;C0020;1474869.0
S.23.01.01.01;R0500;C0030;0.0
S.23.01.01.01;R0500;C0040;0.0
S.23.01.01.01;R0500;C0050;0.0
S.23.01.01.01;R0510;C0010;1474869.0
S.23.01.01.01;R0510;C0020;1474869.0
S.23.01.01.01;R0510;C0030;0.0
S.23.01.01.01;R0510;C0040;0.0
S.23.01.01.01;R0510;C0050;
S.23.01.01.01;R0540;C0010;1474869.0
S.23.01.01.01;R0540;C0020;1474869.0
S.23.01.01.01;R0540;C0030;0.0
S.23.01.01.01;R0540;C0040;0.0
S.23.01.01.01;R0540;C0050;0.0
S.23.01.01.01;R0550;C0010;1474869.0
S.23.01.01.01;R0550;C0020;1474869.0
S.23.01.01.01;R0550;C0030;0.0
S.23.01.01.01;R0550;C0040;0.0
S.23.01.01.01;R0550;C0050;
S.23.01.01.01;R0580;C0010;729671.0
S.23.01.01.01;R0580;C0020;
S.23.01.01.01;R0580;C0030;
S.23.01.01.01;R0580;C0040;
S.23.01.01.01;R0580;C0050;
S.23.01.01.01;R0600;C0010;328352.0
S.23.01.01.01;R0600;C0020;
S.23.01.01.01;R0600;C0030;
S.23.01.01.01;R0600;C0040;
S.23.01.01.01;R0600;C0050;
S.23.01.01.01;R0620;C0010;
S.23.01.01.01;R0620;C0020;
S.23.01.01.01;R0620;C0030;
S.23.01.01.01;R0620;C0040;
S.23.01.01.01;R0620;C0050;
S.23.01.01.01;R0640;C0010;
S.23.01.01.01;R0640;C0020;
S.23.01.01.01;R0640;C0030;
S.23.01.01.01;R0640;C0040;
S.23.01.01.01;R0640;C0050;
S.23.01.01.02;R0700;C0060;1708609.0
S.23.01.01.02;R0710;C0060;0.0
S.23.01.01.02;R0720;C0060;233740.0
S.23.01.01.02;R0730;C0060;770084.0
S.23.01.01.02;R0740;C0060;0.0
S.23.01.01.02;R0760;C0060;704784.0
S.23.01.01.02;R0770;C0060;0.0
S.23.01.01.02;R0780;C0060;80081.0
S.23.01.01.02;R0790;C0060;80081.0
S.22.01.21.01;R0010;C0010;
S.22.01.21.01;R0010;C0030;
S.22.01.21.01;R0010;C0050;
S.22.01.21.01;R0010;C0070;
S.22.01.21.01;R0010;C0090;
S.22.01.21.01;R0020;C0010;
S.22.01.21.01;R0020;C0030;
S.22.01.21.01;R0020;C0050;
S.22.01.21.01;R0020;C0070;
S.22.01.21.01;R0020;C0090;
S.22.01.21.01;R0050;C0010;
S.22.01.21.01;R0050;C0030;
S.22.01.21.01;R0050;C0050;
S.22.01.21.01;R0050;C0070;
S.22.01.21.01;R0050;C0090;
S.22.01.21.01;R0090;C0010;
S.22.01.21.01;R0090;C0030;
S.22.01.21.01;R0090;C0050;
S.22.01.21.01;R0090;C0070;
S.22.01.21.01;R0090;C0090;
S.22.01.21.01;R0100;C0010;
S.22.01.21.01;R0100;C0030;
S.22.01.21.01;R0100;C0050;
S.22.01.21.01;R0100;C0070;
S.22.01.21.01;R0100;C0090;
S.22.01.21.01;R0110;C0010;
S.22.01.21.01;R0110;C0030;
S.22.01.21.01;R0110;C0050;
S.22.01.21.01;R0110;C0070;
S.22.01.21.01;R0110;C0090;
S.25.02.21.02;R0060;C0100;
S.25.02.21.02;R0110;C0100;
S.25.02.21.02;R0160;C0100;
S.25.02.21.02;R0200;C0100;
S.25.02.21.02;R0210;C0100;
S.25.02.21.02;R0220;C0100;
S.25.02.21.02;R0300;C0100;
S.25.02.21.02;R0310;C0100;
S.25.02.21.02;R0400;C0100;
S.25.02.21.02;R0410;C0100;
S.25.02.21.02;R0420;C0100;
S.25.02.21.02;R0430;C0100;
S.25.02.21.02;R0440;C0100;
S.25.02.21.03;R0590;C0109;
S.25.02.21.05;R0640;C0130;
S.25.02.21.05;R0650;C0130;
S.25.02.21.05;R0660;C0130;
S.25.02.21.05;R0670;C0130;
S.25.02.21.05;R0680;C0130;
S.25.02.21.05;R0690;C0130;
S.25.03.21.02;R0060;C0100;
S.25.03.21.02;R0110;C0100;
S.25.03.21.02;R0160;C0100;
S.25.03.21.02;R0200;C0100;
S.25.03.21.02;R0210;C0100;
S.25.03.21.02;R0220;C0100;
S.25.03.21.02;R0300;C0100;
S.25.03.21.02;R0310;C0100;
S.25.03.21.02;R0410;C0100;
S.25.03.21.02;R0420;C0100;
S.25.03.21.02;R0430;C0100;
S.25.03.21.02;R0440;C0100;
S.25.03.21.03;R0590;C0109;
S.25.03.21.05;R0640;C0130;
S.25.03.21.05;R0650;C0130;
S.25.03.21.05;R0660;C0130;
S.25.03.21.05;R0670;C0130;
S.25.03.21.05;R0680;C0130;
S.25.03.21.05;R0690;C0130;
S.28.02.01.01;R0010;C0010;
S.28.02.01.01;R0010;C0020;
S.28.02.01.02;R0020;C0030;
S.28.02.01.02;R0020;C0040;
S.28.02.01.02;R0020;C0050;
S.28.02.01.02;R0020;C0060;
S.28.02.01.02;R0030;C0030;
S.28.02.01.02;R0030;C0040;
S.28.02.01.02;R0030;C0050;
S.28.02.01.02;R0030;C0060;
S.28.02.01.02;R0040;C0030;
S.28.02.01.02;R0040;C0040;
S.28.02.01.02;R0040;C0050;
S.28.02.01.02;R0040;C0060;
S.28.02.01.02;R0050;C0030;
S.28.02.01.02;R0050;C0040;
S.28.02.01.02;R0050;C0050;
S.28.02.01.02;R0050;C0060;
S.28.02.01.02;R0060;C0030;
S.28.02.01.02;R0060;C0040;
S.28.02.01.02;R0060;C0050;
S.28.02.01.02;R0060;C0060;
S.28.02.01.02;R0070;C0030;
S.28.02.01.02;R0070;C0040;
S.28.02.01.02;R0070;C0050;
S.28.02.01.02;R0070;C0060;
S.28.02.01.02;R0080;C0030;
S.28.02.01.02;R0080;C0040;
S.28.02.01.02;R0080;C0050;
S.28.02.01.02;R0080;C0060;
S.28.02.01.02;R0090;C0030;
S.28.02.01.02;R0090;C0040;
S.28.02.01.02;R0090;C0050;
S.28.02.01.02;R0090;C0060;
S.28.02.01.02;R0100;C0030;
S.28.02.01.02;R0100;C0040;
S.28.02.01.02;R0100;C0050;
S.28.02.01.02;R0100;C0060;
S.28.02.01.02;R0110;C0030;
S.28.02.01.02;R0110;C0040;
S.28.02.01.02;R0110;C0050;
S.28.02.01.02;R0110;C0060;
S.28.02.01.02;R0120;C0030;
S.28.02.01.02;R0120;C0040;
S.28.02.01.02;R0120;C0050;
S.28.02.01.02;R0120;C0060;
S.28.02.01.02;R0130;C0030;
S.28.02.01.02;R0130;C0040;
S.28.02.01.02;R0130;C0050;
S.28.02.01.02;R0130;C0060;
S.28.02.01.02;R0140;C0030;
S.28.02.01.02;R0140;C0040;
S.28.02.01.02;R0140;C0050;
S.28.02.01.02;R0140;C0060;
S.28.02.01.02;R0150;C0030;
S.28.02.01.02;R0150;C0040;
S.28.02.01.02;R0150;C0050;
S.28.02.01.02;R0150;C0060;
S.28.02.01.02;R0160;C0030;
S.28.02.01.02;R0160;C0040;
S.28.02.01.02;R0160;C0050;
S.28.02.01.02;R0160;C0060;
S.28.02.01.02;R0170;C0030;
S.28.02.01.02;R0170;C0040;
S.28.02.01.02;R0170;C0050;
S.28.02.01.02;R0170;C0060;
S.28.02.01.03;R0200;C0070;
S.28.02.01.03;R0200;C0080;
S.28.02.01.04;R0210;C0090;
S.28.02.01.04;R0210;C0100;
S.28.02.01.04;R0210;C0110;
S.28.02.01.04;R0210;C0120;
S.28.02.01.04;R0220;C0090;
S.28.02.01.04;R0220;C0100;
S.28.02.01.04;R0220;C0110;
S.28.02.01.04;R0220;C0120;
S.28.02.01.04;R0230;C0090;
S.28.02.01.04;R0230;C0100;
S.28.02.01.04;R0230;C0110;
S.28.02.01.04;R0230;C0120;
S.28.02.01.04;R0240;C0090;
S.28.02.01.04;R0240;C0100;
S.28.02.01.04;R0240;C0110;
S.28.02.01.04;R0240;C0120;
S.28.02.01.04;R0250;C0090;
S.28.02.01.04;R0250;C0100;
S.28.02.01.04;R0250;C0110;
S.28.02.01.04;R0250;C0120;
S.28.02.01.05;R0300;C0130;
S.28.02.01.05;R0310;C0130;
S.28.02.01.05;R0320;C0130;
S.28.02.01.05;R0330;C0130;
S.28.02.01.05;R0340;C0130;
S.28.02.01.05;R0350;C0130;
S.28.02.01.05;R0400;C0130;
S.28.02.01.06;R0500;C0140;
S.28.02.01.06;R0500;C0150;
S.28.02.01.06;R0510;C0140;
S.28.02.01.06;R0510;C0150;
S.28.02.01.06;R0520;C0140;
S.28.02.01.06;R0520;C0150;
S.28.02.01.06;R0530;C0140;
S.28.02.01.06;R0530;C0150;
S.28.02.01.06;R0540;C0140;
S.28.02.01.06;R0540;C0150;
S.28.02.01.06;R0550;C0140;
S.28.02.01.06;R0550;C0150;
S.28.02.01.06;R0560;C0140;
S.28.02.01.06;R0560;C0150;
